id,skuid,gender,primarycategory,brand,framecolor,lensmaterial,lenscolor,material,shape,weight,size,price,style,features,description,name,discount percentage,publish,type,secondarycategory,brandalias,materialalias,stylealias,typealias,barcode,shortdescription,gender2,update time,rank,dimensions,frameshapeurl,framestyleurl,brandurl,segment,vto,origin,mfd_by,pkg_by,mktd_by,rm_source,mfg_date,exp_date,no_of_images,is_onsale,Created time,frame_cost,Deal of Day,comfort,naming_system,has_images,image_folder,image_count,first_image,all_images
18606,E74A8620,Men,eyeglasses,MIYAMA,Burgundy,Polycarbonate,Transparent,acetate,Round,12,Small,149,Full Frame,"Round shape ideal for multifocals, Nosepad, Hinges, Lightweight, Universal Fit, Durable Acetate construction","A round frame in a stylish burgundy finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers nosepad, hinges, lightweight,  universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020020C2,E74A8620 Burgundy Full rim Round Eyeglasses for Men and Women,Women,2022-09-22 16:03:09.911 +0530,19874,50-17-140-40,round-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,False,2024-03-30 02:35:34,3,False,"Nosepad,Hinges,Lightweight, Universal fit",M.1228.RO.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8620/E74A8620_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8620/E74A8620_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8620/E74A8620_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8620/E74A8620_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8620/E74A8620_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8620/E74A8620_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8620/E74A8620_6.jpg
18608,E20B8618,Women,eyeglasses,MIYAMA,Blue,Polycarbonate,Transparent,acetate,Cateye,12,Small,149,Full Frame,"Cateye shape ideal for multifocals, Hinges, Lightweight, Universal Fit, Durable Acetate construction, Polycarbonate lens compatible","A cateye frame in a stylish blue finish, crafted from premium acetate for durability and everyday comfort. Designed for women, it offers hinges, lightweight, universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020018C1,E20B8618 Blue Full rim Cat eye Eyeglasses for Women,,2022-09-22 16:03:20.758 +0530,19876,50-15-140-37,cat-eye-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,False,2024-03-30 02:35:34,3,False,"Hinges,Lightweight,Universal fit",M.1229.CA.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20B8618/E20B8618_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20B8618/E20B8618_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20B8618/E20B8618_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20B8618/E20B8618_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20B8618/E20B8618_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20B8618/E20B8618_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20B8618/E20B8618_6.jpg
18609,E21A8619,Men,eyeglasses,MIYAMA,Red,Polycarbonate,Transparent,acetate,Square,12,Medium,149,Full Frame,"Square shape ideal for multifocals, Lightweight, Universal Fit, Durable Acetate construction, Polycarbonate lens compatible, Precise PD & fitting height online","A square frame in a stylish red finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers lightweight,  universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020019C3,E21A8619 Red Full rim Square Eyeglasses for Men and Women,Women,2022-09-22 16:03:26.261 +0530,19877,51-16-140-38,square-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,False,2024-03-30 02:35:34,3,False,"Lightweight, Universal fit",M.1230.SQ.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E21A8619/E21A8619_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E21A8619/E21A8619_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E21A8619/E21A8619_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E21A8619/E21A8619_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E21A8619/E21A8619_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E21A8619/E21A8619_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E21A8619/E21A8619_6.jpg
18610,E10A8617,Women,eyeglasses,MIYAMA,Silver,Polycarbonate,Transparent,metallic,Cateye,12,Small,149,Full Frame,"Cateye shape ideal for multifocals, Nosepad, Lightweight, Universal Fit, Durable Metallic construction, Polycarbonate lens compatible","A cateye frame in a stylish silver finish, crafted from premium metallic for durability and everyday comfort. Designed for women, it offers nosepad, lightweight,  universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,metallic,fullframe,,EYEMYEYE-MIY020017C3,E10A8617 Silver Full rim Cat eye Eyeglasses for Women,,2022-09-22 16:03:31.710 +0530,19878,50-15-140-36,cat-eye-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,False,2024-03-30 02:35:34,3,False,"Nosepad,Lightweight, Universal fit",M.1231.CA.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E10A8617/E10A8617_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E10A8617/E10A8617_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E10A8617/E10A8617_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E10A8617/E10A8617_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E10A8617/E10A8617_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E10A8617/E10A8617_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E10A8617/E10A8617_6.jpg
18611,E20A8620,Men,eyeglasses,MIYAMA,Blue,Polycarbonate,Transparent,acetate,Round,12,Small,149,Full Frame,"Round shape ideal for multifocals, Nosepad, Hinges, Lightweight, Universal Fit, Durable Acetate construction","A round frame in a stylish blue finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers nosepad, hinges, lightweight,  universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020020C3,E20A8620 Blue Full rim Round Eyeglasses for Men and Women,Women,2022-09-22 16:03:37.292 +0530,19879,50-17-140-40,round-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,True,2024-03-30 02:35:34,3,False,"Nosepad,Hinges,Lightweight, Universal fit",M.1232.RO.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8620/E20A8620_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8620/E20A8620_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8620/E20A8620_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8620/E20A8620_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8620/E20A8620_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8620/E20A8620_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8620/E20A8620_6.jpg
18613,E15A8619,Men,eyeglasses,MIYAMA,Brown,Polycarbonate,Transparent,acetate,Square,12,Medium,149,Full Frame,"Square shape ideal for multifocals, Nosepad, Lightweight, Universal Fit, Durable Acetate construction, Polycarbonate lens compatible","A square frame in a stylish brown finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers nosepad, lightweight,  universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020019C2,E15A8619 Brown Full rim Square Eyeglasses for Men and Women,Women,2022-09-22 16:03:48.038 +0530,19881,51-16-140-38,square-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,True,2024-03-30 02:35:34,3,False,"Nosepad,Lightweight, Universal fit",M.1233.SQ.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8619/E15A8619_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8619/E15A8619_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8619/E15A8619_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8619/E15A8619_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8619/E15A8619_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8619/E15A8619_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8619/E15A8619_6.jpg
18615,E76A8617,Women,eyeglasses,MIYAMA,Gun,Polycarbonate,Transparent,metallic,Cateye,12,Small,149,Full Frame,"Cateye shape ideal for multifocals, Hinges, Lightweight, Universal Fit, Durable Metallic construction, Polycarbonate lens compatible","A cateye frame in a stylish gun finish, crafted from premium metallic for durability and everyday comfort. Designed for women, it offers hinges, lightweight, universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,metallic,fullframe,,EYEMYEYE-MIY020017C2,E76A8617 Gun Full rim Cat eye Eyeglasses for Women,,2022-09-22 16:03:58.556 +0530,19883,50-15-140-36,cat-eye-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,True,2024-03-30 02:35:34,3,False,"Hinges,Lightweight,Universal fit",M.1234.CA.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E76A8617/E76A8617_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E76A8617/E76A8617_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E76A8617/E76A8617_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E76A8617/E76A8617_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E76A8617/E76A8617_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E76A8617/E76A8617_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E76A8617/E76A8617_6.jpg
18622,E15B8624,Men,eyeglasses,MIYAMA,Brown,Polycarbonate,Transparent,acetate,Square,12,Small,149,Full Frame,"Square shape ideal for multifocals, Hinges, Lightweight, Universal Fit, Durable Acetate construction, Polycarbonate lens compatible","A square frame in a stylish brown finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers hinges, lightweight, universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020024C3,E15B8624 Brown Full rim Square Eyeglasses for Men,Women,2022-09-22 16:04:37.380 +0530,19890,50-17-140-37,square-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,True,2024-03-30 02:35:34,3,False,"Hinges,Lightweight,Universal fit",M.1235.SQ.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15B8624/E15B8624_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15B8624/E15B8624_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15B8624/E15B8624_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15B8624/E15B8624_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15B8624/E15B8624_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15B8624/E15B8624_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15B8624/E15B8624_6.jpg
18623,E12A8622,Men,eyeglasses,MIYAMA,Black,Polycarbonate,Transparent,acetate,Round,12,Small,149,Full Frame,"Round shape ideal for multifocals, Nosepad, Hinges, Lightweight, Universal Fit, Durable Acetate construction","A round frame in a stylish black finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers nosepad, hinges, lightweight,  universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020022C1,E12A8622 Black Full rim Round Eyeglasses for Men and Women,Women,2022-09-22 16:04:42.906 +0530,19891,50-14-135-41,round-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,False,2024-03-30 02:35:34,3,False,"Nosepad,Hinges,Lightweight, Universal fit",M.1236.RO.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8622/E12A8622_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8622/E12A8622_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8622/E12A8622_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8622/E12A8622_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8622/E12A8622_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8622/E12A8622_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8622/E12A8622_6.jpg
18625,E20A8623,Men,eyeglasses,MIYAMA,Blue,Polycarbonate,Transparent,acetate,Round,12,Medium,149,Full Frame,"Round shape ideal for multifocals, Durable Acetate construction, Polycarbonate lens compatible, Precise PD & fitting height online, Optimised for clear multifocal vision","A round frame in a stylish blue finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers nan so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020023C2,E20A8623 Blue Full rim Round Eyeglasses for Men and Women,Women,2022-09-22 16:04:54.115 +0530,19893,52-17-140-43,round-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,True,2024-03-30 02:35:34,3,False,"Hinges,Lightweight,Universal fit",M.1237.RO.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8623/E20A8623_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8623/E20A8623_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8623/E20A8623_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8623/E20A8623_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8623/E20A8623_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8623/E20A8623_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E20A8623/E20A8623_6.jpg
18626,E12A8621,Men,eyeglasses,MIYAMA,Black,Polycarbonate,Transparent,acetate,Square,12,Medium,149,Full Frame,"Square shape ideal for multifocals, Nosepad, Hinges, Lightweight, Universal Fit, Durable Acetate construction","A square frame in a stylish black finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers nosepad, hinges, lightweight,  universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020021C1,E12A8621 Black Full rim Square Eyeglasses for Men and Women,Women,2022-09-22 16:05:00.357 +0530,19894,53-16-140-41,square-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,True,2024-03-30 02:35:34,3,False,"Nosepad,Hinges,Lightweight, Universal fit",M.1238.SQ.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8621/E12A8621_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8621/E12A8621_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8621/E12A8621_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8621/E12A8621_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8621/E12A8621_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8621/E12A8621_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E12A8621/E12A8621_6.jpg
18627,E15A8623,Men,eyeglasses,MIYAMA,Brown,Polycarbonate,Transparent,acetate,Round,12,Medium,149,Full Frame,"Round shape ideal for multifocals, Lightweight, Universal Fit, Durable Acetate construction, Polycarbonate lens compatible, Precise PD & fitting height online","A round frame in a stylish brown finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers lightweight,  universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020023C3,E15A8623 Brown Full rim Round Eyeglasses for Men and Women,Women,2022-09-22 16:05:07.779 +0530,19895,52-17-140-43,round-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,False,2024-03-30 02:35:34,3,False,"Lightweight, Universal fit",M.1239.RO.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8623/E15A8623_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8623/E15A8623_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8623/E15A8623_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8623/E15A8623_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8623/E15A8623_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8623/E15A8623_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8623/E15A8623_6.jpg
18466,E15A8501,Men,eyeglasses,BERG,Brown,Polycarbonate,Transparent,acetate,Square,12,Medium,139,Full Frame,"Square shape ideal for multifocals, Nosepad, Lightweight, Universal Fit, Durable Acetate construction, Polycarbonate lens compatible","A square frame in a stylish brown finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers nosepad, lightweight,  universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",BERG,139,1,0,premium-eyeglasses,Berg,acetate,fullframe,,EYEMYEYE-BER010001C3,E15A8501 Brown Full rim Square Eyeglasses for Men,Women,2022-09-22 15:49:39.632 +0530,19731,51-18-142-41,square-eyeglasses,full-frame-eyeglasses,/brands/berg-eyeglasses,P,False,India,,,,,,,8,False,2024-03-30 02:35:34,3,False,"Nosepad,Lightweight, Universal fit",M.1240.SQ.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8501/E15A8501_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8501/E15A8501_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8501/E15A8501_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8501/E15A8501_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8501/E15A8501_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8501/E15A8501_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8501/E15A8501_6.jpg
18629,E74A8622,Men,eyeglasses,MIYAMA,Burgundy,Polycarbonate,Transparent,acetate,Round,12,Small,149,Full Frame,"Round shape ideal for multifocals, Durable Acetate construction, Polycarbonate lens compatible, Precise PD & fitting height online, Optimised for clear multifocal vision","A round frame in a stylish burgundy finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers nan so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020022C2,E74A8622 Burgundy Full rim Round Eyeglasses for Men and Women,Women,2022-09-22 16:05:18.612 +0530,19897,50-14-135-41,round-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,True,2024-03-30 02:35:34,3,False,"Hinges,Lightweight,Universal fit",M.1241.RO.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8622/E74A8622_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8622/E74A8622_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8622/E74A8622_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8622/E74A8622_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8622/E74A8622_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8622/E74A8622_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E74A8622/E74A8622_6.jpg
18630,E15A8621,Men,eyeglasses,MIYAMA,Brown,Polycarbonate,Transparent,acetate,Square,12,Medium,149,Full Frame,"Square shape ideal for multifocals, Hinges, Lightweight, Universal Fit, Durable Acetate construction, Polycarbonate lens compatible","A square frame in a stylish brown finish, crafted from premium acetate for durability and everyday comfort. Designed for men, it offers hinges, lightweight, universal fit so you can enjoy all-day wear without compromise. Perfect for those who value both style and practicality.",MIYAMA,149,1,0,premium-eyeglasses,Miyama,acetate,fullframe,,EYEMYEYE-MIY020021C2,E15A8621 Brown Full rim Square Eyeglasses for Men and Women,Women,2022-09-22 16:05:24.229 +0530,19898,53-16-140-41,square-eyeglasses,full-frame-eyeglasses,/brands/miyama-eyeglasses,P,False,India,,,,,,,8,False,2024-03-30 02:35:34,3,False,"Hinges,Lightweight,Universal fit",M.1242.SQ.1.6.A,Yes,Spexmojo,6,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8621/E15A8621_1.jpg,/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8621/E15A8621_1.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8621/E15A8621_2.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8621/E15A8621_3.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8621/E15A8621_4.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8621/E15A8621_5.jpg;/home/selfeey-india/Documents/AI_Projects/Multifolks_Frontend/Spexmojo_images/Spexmojo_images/E15A8621/E15A8621_6.jpg
